,quality,helpfulness,clarity,easiness
45,3.388888889,3.711111111,3.111111111,2.844444444
46,4.7083335,4.75,4.6666665,3.6666667
47,3.291666667,3.333333333,3.25,3.333333333
48,2.25,2.0625,2.4375,2.8125
49,3.5555556,3.7222223,3.3888888,2.7777777
50,3.854166667,3.875,3.833333333,3.0
51,3.913793103,3.965517241,3.862068966,2.965517241
52,3.469230769,3.353846154,3.584615385,3.061538462
53,3.045454545,3.090909091,3.0,3.363636364
54,3.464285714,3.285714286,3.642857143,3.357142857
55,4.0,4.0,4.0,2.5
56,3.982758621,3.862068966,4.103448276,3.310344828
57,4.518518519,4.518518519,4.518518519,4.074074074
58,2.95833333333333,2.83333333333333,3.08333333333333,2.5
59,2.085964912,2.280701754,1.894736842,2.631578947
60,3.53846153846154,3.46153846153846,3.61538461538462,3.23076923076923
61,2.924242424,2.696969697,3.151515152,3.454545455
62,2.293478261,2.282608696,2.304347826,2.456521739
63,3.68421052631579,3.68421052631579,3.68421052631579,3.15789473684211
64,4.6666665,4.888889,4.4444447,3.0555556
65,4.732142857,4.857142857,4.607142857,4.5
66,4.880952381,4.952380952,4.80952381,4.80952381
67,4.653846154,4.615384615,4.692307692,4.076923077
68,3.1,3.5,2.7,3.0
69,2.10714285714286,1.92857142857143,2.28571428571429,2.0
70,4.18,4.32,4.04,3.72
71,3.5,3.5,3.5,2.27272727272727
72,4.625,4.66666666666667,4.58333333333333,4.52777777777778
73,4.428571429,4.642857143,4.214285714,4.0
74,2.3947368,2.2631578,2.5263157,1.7368422
75,1.6744186,1.6860465,3.360465,1.5581396
76,3.76,3.84,3.68,2.92
77,4.538461538,4.769230769,4.307692308,3.5
78,1.875,2.1875,1.5625,2.6875
79,4.025,3.95,4.1,2.65
80,3.55,3.666666667,3.433333333,1.966666667
81,3.166666667,3.333333333,3.0,3.916666667
82,2.52380952380952,2.42857142857143,2.61904761904762,1.85714285714286
83,3.71052631578947,3.89473684210526,3.52631578947368,2.78947368421053
84,4.458333333,4.5,4.416666667,4.166666667
85,4.70967741935484,4.80645161290323,4.61290322580645,3.64516129032258
86,4.5,4.545454545,4.454545455,3.636363636
87,3.461538462,3.307692308,3.615384615,2.923076923
88,4.545454545,4.545454545,4.545454545,3.5
89,3.5,3.807692308,3.192307692,3.692307692
90,2.2,2.0,2.4,2.4
91,3.925,4.0,3.5,3.85
92,3.9583333,3.9166667,4.0,2.75
93,2.7826087,3.0,2.5652175,3.768116
94,1.756756757,1.810810811,1.702702703,1.783783784
95,4.85135135135135,4.94594594594595,4.75675675675676,3.72972972972973
96,3.21875,3.34375,3.09375,2.15625
97,3.3125,3.41666666666667,3.20833333333333,2.45833333333333
98,3.695121951,3.731707317,3.658536585,3.390243902
99,3.794117647,3.794117647,3.794117647,4.088235294
100,3.233333333,3.266666667,3.2,3.4
101,3.236842105,3.631578947,2.842105263,3.421052632
102,4.7,4.7,4.7,3.7
103,1.482758621,1.517241379,1.448275862,2.068965517
104,3.95,3.9,4.0,3.4
105,3.537037037,3.62962963,3.444444444,2.814814815
106,3.208333333,3.222222222,3.194444444,2.083333333
107,2.394736842,2.684210526,2.105263158,1.789473684
108,3.5,3.714285714,3.285714286,3.5
109,3.47058823529412,3.52941176470588,3.41176470588235,3.29411764705882
110,4.30555555555556,4.25925925925926,4.35185185185185,3.2037037037037
111,3.095238095,3.142857143,3.047619048,3.857142857
112,2.46969697,2.454545455,2.484848485,2.666666667
113,2.904255319,3.021276596,2.787234043,3.361702128
114,3.18965517241379,3.20689655172414,3.17241379310345,3.67241379310345
115,4.678571429,4.714285714,4.642857143,4.071428571
116,3.2,2.8,3.6,2.0
117,3.833333333,3.805555556,3.861111111,2.638888889
118,3.7857144,3.5,4.071429,3.2857144
119,3.442307692,3.346153846,3.5,4.038461538
120,2.58974359,2.641025641,2.538461538,3.923076923
121,2.4375,2.375,2.5,3.1875
122,2.97761194,2.955223881,3.0,2.373134328
123,3.224137931,3.172413793,3.275862069,2.965517241
124,2.75,2.9615386,2.5384614,3.0384614
125,3.7291667,4.0416665,3.4166667,3.1666667
126,4.625,4.8125,4.4375,3.0625
127,3.825,4.0,3.65,2.55
128,3.2,3.171428571,3.228571429,3.028571429
129,3.347222222,3.333333333,3.361111111,3.5
130,3.0,3.074074074,2.851851852,3.592592593
131,4.1,4.1,4.1,2.6
132,2.79245283,2.698113208,2.886792453,2.735849057
133,3.076923077,3.076923077,3.076923077,3.461538462
134,4.8,4.9,4.7,4.4
135,4.571428571,4.571428571,4.571428571,4.238095238
136,4.757575758,4.818181818,4.696969697,3.96969697
137,3.63636363636364,3.54545454545455,3.72727272727273,3.72727272727273
138,3.583333333,3.222222222,3.944444444,3.833333333
139,4.4,4.36666666666667,4.43333333333333,4.13333333333333
140,4.071428571,4.071428571,4.142857143,3.142857143
141,4.333333333,4.333333333,4.333333333,2.933333333
142,4.25,4.22,4.28,2.48
143,4.15,4.1,4.2,2.8
144,3.3666666,3.5666666,3.1666667,2.3666666
145,4.4905663,4.283019,4.6981134,3.6037736
146,4.130434783,3.934782609,4.326086957,3.217391304
147,2.7,2.866666667,2.533333333,1.633333333
148,3.142857143,3.119047619,3.166666667,2.547619048
149,2.621621622,2.662162162,2.581081081,2.175675676
150,4.372549,4.1764708,4.5686274,3.5882354
151,1.467741935,1.483870968,1.451612903,2.483870968
152,3.42105263157895,3.57894736842105,3.26315789473684,4.36842105263158
153,2.419642857,2.375,2.464285714,2.142857143
154,3.8333333,3.8055556,3.8611112,2.6111112
155,4.216418,4.1044774,4.328358,2.5373135
156,2.4941177,2.764706,2.2235293,2.0823529
157,4.178571429,4.142857143,4.214285714,2.428571429
158,2.872340426,3.340425532,2.404255319,3.808510638
159,3.086956522,3.420289855,2.753623188,3.579710145
160,3.40909090909091,3.45454545454545,3.36363636363636,3.81818181818182
161,2.53571428571429,2.44642857142857,2.625,2.5
162,1.60416666666667,1.5,1.70833333333333,2.08333333333333
163,2.630434783,3.173913043,2.086956522,3.173913043
164,2.91666666666667,3.13888888888889,2.69444444444444,3.5
165,2.7333333,2.6222222,2.8444445,3.1777778
166,4.684210526,4.894736842,4.473684211,4.210526316
167,4.0,4.27272727272727,3.72727272727273,3.63636363636364
168,4.6,4.7,4.5,4.5
169,4.544643,4.517857,4.571429,4.303571
170,4.311764706,4.305882353,4.317647059,4.435294118
171,4.9375,4.9375,4.9375,4.0
172,4.11538461538461,4.17948717948718,4.05128205128205,2.41025641025641
173,2.435483871,2.451612903,2.419354839,1.870967742
174,4.57407407407407,4.7037037037037,4.44444444444444,2.88888888888889
175,3.88059701492537,3.74626865671642,4.02985074626866,3.91044776119403
176,3.666666667,3.866666667,3.466666667,3.533333333
177,4.19565217391304,4.41304347826087,3.97826086956522,3.8695652173913
178,4.153846154,4.384615385,3.923076923,4.076923077
179,2.0,1.962962963,2.037037037,3.185185185
180,3.742857143,3.714285714,3.771428571,2.885714286
181,2.171875,2.4375,1.90625,4.09375
182,4.29545454545455,4.31818181818182,4.27272727272727,3.95454545454545
183,3.68627451,3.68627451,3.68627451,2.764705882
184,3.636363636,4.090909091,3.181818182,3.363636364
185,4.07692307692308,4.07692307692308,4.07692307692308,3.42307692307692
186,3.435483871,3.274193548,3.596774194,2.322580645
187,2.730769231,2.230769231,3.230769231,3.461538462
188,3.625,3.55,3.7,3.5
189,4.5625,4.46875,4.65625,3.875
190,3.173913043,3.130434783,3.217391304,3.173913043
191,3.74193548387097,3.61290322580645,3.87096774193548,3.48387096774194
192,4.535714286,4.547619048,4.523809524,2.5
193,4.08333333333333,3.95833333333333,4.20833333333333,3.33333333333333
194,2.807692308,2.730769231,2.884615385,3.576923077
195,3.7916667,3.5,4.0833335,3.0
196,3.34375,3.21875,3.46875,2.71875
197,2.58,2.6,2.56,2.86
198,2.7280703,2.5263157,2.9298246,2.6842105
199,3.966666667,3.8,4.133333333,3.4
200,4.921875,5.0,4.84375,3.8125
201,2.529411765,2.411764706,2.647058824,2.235294118
202,2.5652175,2.5652175,2.5652175,1.3913044
203,4.269230769,4.461538462,4.076923077,2.615384615
204,3.730769231,3.692307692,3.769230769,3.846153846
205,2.6388888,2.8333333,2.4444444,2.0555556
206,4.954545455,4.909090909,5.0,4.363636364
207,4.48076923076923,4.38461538461539,4.57692307692308,3.03846153846154
208,2.646666667,2.8,2.533333333,2.0
209,4.72,4.76,4.68,2.56
210,2.619047619,2.904761905,2.333333333,1.571428571
211,4.918604651,5.0,4.837209302,3.279069767
212,4.549019608,4.62745098,4.470588235,4.039215686
213,4.045454545,4.090909091,4.0,3.0
214,4.7962962962963,4.92592592592593,4.66666666666667,3.14814814814815
215,3.06756756756757,3.10810810810811,3.02702702702703,2.18918918918919
216,3.385714286,3.028571429,3.742857143,1.628571429
217,4.0,3.655172414,4.344827586,2.137931034
218,1.75,2.16666666666667,1.33333333333333,2.66666666666667
219,4.321428571,4.392857143,4.25,2.714285714
220,4.66666666666667,4.75757575757576,4.57575757575758,3.21212121212121
221,2.714285714,2.892857143,2.535714286,2.75
222,3.33870967741935,3.64516129032258,3.04838709677419,3.19354838709677
223,3.986842105,4.026315789,3.947368421,3.842105263
224,3.821428571,4.071428571,3.571428571,3.214285714
225,3.48275862068966,3.48275862068966,3.48275862068966,3.20689655172414
226,3.490566038,3.924528302,3.056603774,3.0
227,4.625,4.6,4.65,3.7
228,3.452380952,3.523809524,3.380952381,2.238095238
229,2.2875,2.45,2.125,1.9
230,3.038461538,3.384615385,2.692307692,2.230769231
231,4.36567164179105,4.44776119402985,4.28358208955224,1.82089552238806
232,3.68421052631579,3.94736842105263,3.42105263157895,2.15789473684211
233,3.5,3.29411764705882,3.70588235294118,2.82352941176471
234,4.159090909,4.363636364,3.954545455,3.090909091
235,3.5625,3.4375,3.6875,3.375
236,3.5625,3.4375,3.6875,3.375
237,3.960526316,4.0,3.921052632,2.578947368
238,4.23134328358209,4.16417910447761,4.29850746268657,4.16417910447761
239,2.671428571,2.885714286,2.457142857,1.971428571
240,4.015625,3.9375,4.09375,4.40625
241,3.103448276,3.275862069,2.931034483,2.224137931
242,4.166666667,4.428571429,3.904761905,3.095238095
243,2.791666667,2.75,2.833333333,1.75
244,3.966666667,4.088888889,3.844444444,2.533333333
245,4.107142857,4.142857143,4.142857143,3.071428571
246,3.329268293,3.512195122,3.146341463,3.0
247,2.8,2.9,2.7,2.4
248,4.066666667,3.9,4.233333333,2.933333333
249,4.62,4.72,4.52,2.48
250,3.0,3.081081081,2.918918919,3.054054054
251,2.58695652173913,2.60869565217391,2.56521739130435,2.69565217391304
252,1.91538461538462,2.07692307692308,1.72307692307692,2.10769230769231
253,4.527777778,4.537037037,4.518518519,2.888888889
254,3.890244,4.0731707,3.707317,2.6341465
255,4.38461538461539,4.46153846153846,4.30769230769231,3.84615384615385
256,3.45192307692308,3.59615384615385,3.26923076923077,3.69230769230769
257,3.87878787878788,4.03030303030303,3.72727272727273,3.51515151515152
258,3.95,3.9,4.0,3.2
259,4.846153846,4.923076923,4.769230769,3.769230769
260,2.865384615,2.826923077,2.903846154,2.25
261,3.0,3.4,2.6,2.3
262,3.166666667,3.333333333,3.0,2.153846154
263,3.264150943,3.339622642,3.188679245,3.528301887
264,2.92857142857143,3.08163265306122,2.77551020408163,3.59183673469388
265,4.265306122,4.265306122,4.265306122,3.204081633
266,2.50877193,2.561403509,2.473684211,3.01754386
267,4.235294118,4.235294118,4.235294118,2.705882353
268,2.85,2.933333333,2.766666667,2.2
269,3.3076923,3.4615386,3.1538463,2.7692308
270,2.620689655,2.75862069,2.482758621,3.034482759
271,3.103448276,3.172413793,3.034482759,2.75862069
272,3.727272727,4.0,3.454545455,3.272727273
273,2.375,2.41666666666667,2.33333333333333,2.75
274,3.722222222,3.944444444,3.5,3.5
275,2.5,2.73333333333333,2.26666666666667,2.73333333333333
276,4.94,5.0,4.88,4.8
277,2.9,3.1,2.7,1.5
278,4.692307692,4.769230769,4.615384615,4.230769231
279,3.43617,3.531915,3.3404255,4.744681
280,3.772727273,3.818181818,3.727272727,3.727272727
281,2.75,2.777777778,2.722222222,2.444444444
282,2.619047619,3.19047619,2.047619048,2.523809524
283,4.285714286,4.452380952,4.119047619,3.619047619
284,4.01515151515152,4.18181818181818,3.84848484848485,1.87878787878788
285,4.98148148148148,5.0,4.96296296296296,3.96296296296296
286,4.583333333,4.5,4.666666667,3.666666667
287,2.422222222,2.533333333,2.311111111,2.022222222
288,2.33673469387755,2.59183673469388,2.08163265306122,2.18367346938776
289,4.5,4.555555556,4.444444444,3.305555556
290,3.555555556,3.555555556,3.555555556,2.5
291,4.064516129,4.096774194,4.032258065,3.258064516
292,3.52941176470588,3.47058823529412,3.58823529411765,2.11764705882353
293,4.233333333,4.366666667,4.1,2.933333333
294,3.45454545454545,3.36363636363636,3.54545454545455,2.63636363636364
295,2.35294117647059,2.41176470588235,2.29411764705882,2.0
296,2.0875,2.375,1.8,2.3875
297,3.6538463,4.076923,3.2307692,2.7948718
298,2.153846154,2.346153846,1.961538462,2.115384615
299,2.655172414,2.689655172,2.620689655,2.655172414
300,2.60833333333333,2.71666666666667,2.46666666666667,3.48333333333333
301,2.40625,2.375,2.4375,1.9375
302,2.9,3.2,2.6,3.1
303,2.392857,2.142857,2.642857,1.4285715
304,4.892857143,4.928571429,4.857142857,4.857142857
305,2.958333333,3.0,2.916666667,3.833333333
306,2.0,2.0,2.0,2.84615384615385
307,3.954545455,4.363636364,3.545454545,3.636363636
308,4.294872,4.3846154,4.205128,3.7692308
309,4.453125,4.34375,4.5625,4.625
310,4.2,4.6,4.2,2.4
311,4.90476190476191,4.85714285714286,4.95238095238095,4.80952380952381
312,3.1,3.5,2.7,1.9
313,3.166666667,3.166666667,3.25,3.583333333
314,3.4333334,3.5333333,3.3333333,3.6
315,4.811321,4.8490567,4.773585,4.1320753
316,3.9191177,4.25,3.5882354,2.9117646
317,4.0625,4.229166667,3.895833333,1.75
318,2.6,3.1,2.2,4.3
319,2.791666667,2.75,2.777777778,2.194444444
320,4.16666666666667,4.26666666666667,4.06666666666667,3.0
321,4.25,4.21875,4.28125,4.125
322,4.260869565,4.47826087,4.043478261,4.130434783
323,4.178571429,4.071428571,4.285714286,3.142857143
324,2.9166667,3.0,2.8333333,2.3333333
325,2.919354839,2.64516129,3.193548387,2.322580645
326,4.5625,4.791666667,4.333333333,3.666666667
327,4.393939394,4.424242424,4.363636364,3.454545455
328,4.64,4.56,4.72,3.94
329,2.590909,2.6363637,2.5454545,2.2727273
330,4.394736842,4.473684211,4.315789474,3.368421053
331,3.44736842105263,3.10526315789474,3.78947368421053,2.47368421052632
332,3.719298246,3.912280702,3.526315789,2.561403509
333,2.720588235,2.764705882,2.676470588,2.647058824
334,3.6875,3.8125,3.5625,3.4375
335,3.13636363636364,3.0,3.27272727272727,2.09090909090909
336,4.28888888888889,4.46666666666667,4.11111111111111,3.15555555555556
337,3.095238095,2.80952381,3.380952381,2.666666667
338,4.05,3.9,4.2,4.9
339,4.85,4.9,4.8,4.9
340,4.86111111111111,4.83333333333333,4.88888888888889,4.72222222222222
341,4.85,4.8,4.9,4.0
342,3.35,3.6,3.1,3.7
343,3.5625,3.6875,3.4375,4.125
344,4.6875,4.625,4.75,3.5
345,3.6,3.6,3.6,2.7
346,3.43333333333333,3.66666666666667,3.2,3.2
347,4.12068965517241,4.3448275862069,3.89655172413793,4.03448275862069
348,4.08333,4.58333,3.58333,4.16667
349,3.181818182,3.272727273,3.090909091,3.545454545
350,4.340909091,4.545454545,4.090909091,4.454545455
351,3.491935484,3.612903226,3.370967742,2.467741935
352,4.5,4.428571429,4.571428571,3.619047619
353,3.58490566037736,3.41509433962264,3.75471698113208,3.0377358490566
354,3.70833333333333,3.58333333333333,3.83333333333333,4.25
355,3.31818181818182,3.09090909090909,3.54545454545455,2.18181818181818
356,3.51315789473684,3.65789473684211,3.36842105263158,3.86842105263158
357,4.22826086956522,4.30434782608696,4.15217391304348,3.3695652173913
358,1.9,1.9,1.9,3.8
359,1.9375,2.25,1.625,2.333333333
360,3.462962963,3.333333333,3.592592593,3.111111111
361,2.619047619,2.714285714,2.523809524,3.619047619
362,2.966667,3.066667,2.866667,2.666667
363,3.25,3.2,3.3,3.0
364,1.90909090909091,1.90909090909091,1.90909090909091,2.27272727272727
365,1.409090909,1.363636364,1.454545455,2.636363636
